Date,Time,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_State_Code,Vehicle_Plate_Number.2,Fraud_indicator,Fraud in Amount
11/24/2023,02:03:00,SUV,FTG-049-RCD-321,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",64,KA,89NO1231,Fraud,60
12/13/2023,17:28:00,Bus ,FTG-040-HGT-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",97,KA,90PQ5673,Not Fraud,0
12/28/2023,08:53:00,Car,FTG-041-YUI-765,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",69,KA,23RS8902,Not Fraud,0
1/22/2023,15:44:00,Truck,FTG-043-NBH-109,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",54,KA,45VW6783,Not Fraud,0
02-09-2023,07:09:00,Van,FTG-044-KJH-876,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",81,KA,56XY0121,Not Fraud,0
2/24/2023,22:34:00,Sedan,FTG-053-EDC-543,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",65,KA,67TB4567,Not Fraud,0
3/16/2023,14:59:00,SUV,FTG-046-LMK-210,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",92,KA,78BC8601,Not Fraud,0
3/31/2023,06:24:00,Bus ,FTG-057-PLN-887,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",50,KA,89DE1634,Not Fraud,0
4/19/2023,21:50:00,Car,FTG-558-VFR-654,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",75,KA,90FG5578,Not Fraud,0
5/24/2023,04:40:00,Truck,FTG-060-QDZ-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",89,KA,34JK2545,Not Fraud,0
06-08-2023,20:05:00,Van,FTG-061-PDU-765,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",44,KA,45LM6759,Not Fraud,0
6/27/2023,11:30:00,Sedan,FTG-052-NJH-432,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",78,KA,56NO0523,Not Fraud,0
07-12-2023,02:55:00,SUV,FTG-053-ZXC-109,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",67,KA,67PQ4467,Not Fraud,0
7/31/2023,18:20:00,Bus ,FTG-054-OKM-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",95,KA,78RS8401,Not Fraud,0
8/15/2023,09:46:00,Car,FTG-055-LKJ-543,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",55,KA,89TU1434,Not Fraud,0
9/18/2023,16:36:00,Truck,FTG-077-MKF-987,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,KA,23XY8401,Not Fraud,0
10-07-2023,08:01:00,Van,FTG-068-DDV-654,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",87,KA,34TB2345,Fraud,20
10/22/2023,23:26:00,Sedan,FTG-059-NBH-321,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",47,KA,45BC6189,Not Fraud,0
11-10-2023,14:51:00,SUV,FTG-060-POI-098,B-102,Regular,Large,180,100,"13.059816123454882, 77.77068662374292",73,KA,56DE0113,Fraud,80
11/25/2023,06:17:00,Bus ,FTG-061-WSX-765,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",68,KA,67FG4167,Fraud,230
12/14/2023,21:42:00,Car,FTG-062-QAZ-432,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",91,KA,78HI8101,Not Fraud,0
01-07-2023,04:32:00,Truck,FTG-064-VFR-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",82,KA,90LM5178,Not Fraud,0
1/24/2023,20:57:00,Van,FTG-065-YUI-543,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",56,KA,23NO8101,Not Fraud,0
02-11-2023,12:22:00,Sedan,FTG-066-CDE-210,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",84,KA,34PQ2145,Not Fraud,0
2/26/2023,03:48:00,SUV,FTG-067-LMK-987,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",69,KA,45RS6719,Not Fraud,0
3/17/2023,19:13:00,Bus ,FTG-068-NJH-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,KA,56TU0113,Not Fraud,0
04-02-2023,10:38:00,Car,FTG-069-RFD-321,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",49,KA,67VW4167,Not Fraud,0
05-06-2023,17:28:00,Truck,FTG-083-BVC-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA,89NB1234,Not Fraud,0
5/26/2023,08:53:00,Van,FTG-082-XRV-432,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",88,KA,90BC5278,Not Fraud,0
06-10-2023,00:19:00,Sedan,FTG-073-LKJ-109,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",74,KA,14AB1122,Not Fraud,0
6/29/2023,15:44:00,SUV,FTG-074-POU-876,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",96,KA,34FG2245,Not Fraud,0
7/14/2023,07:09:00,Bus ,FTG-055-ZXC-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",61,KA,45HI6289,Not Fraud,0
08-02-2023,22:34:00,Car,FTG-066-PLM-210,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",85,KA,56JK0223,Fraud,20
09-06-2023,06:24:00,Truck,FTG-058-WSX-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA,78NO8201,Not Fraud,0
9/21/2023,21:50:00,Van,FTG-099-QAZ-321,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",66,KA,89PQ1134,Not Fraud,0
10-10-2023,13:15:00,Sedan,FTG-050-RFD-098,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",90,KA,90RS5278,Not Fraud,0
10/25/2023,04:40:00,SUV,FTG-081-YUI-765,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",48,KA,23TU8921,Not Fraud,0
11/13/2023,20:05:00,Bus ,FTG-082-BVC-432,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",77,KA,34VW2245,Not Fraud,0
11/28/2023,11:30:00,Car,FTG-063-NBH-109,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",60,KA,45XY6289,Not Fraud,0
01-01-2023,18:20:00,Truck,FTG-055-EDC-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",71,KA,15CD3344,Not Fraud,0
1/20/2023,09:46:00,Van,FTG-095-LMK-210,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",97,KA,16EF5566,Not Fraud,0
02-05-2023,01:11:00,Sedan,FTG-077-PLN-987,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",46,KA,17GH7788,Not Fraud,0
2/24/2023,16:36:00,SUV,FTG-088-VFR-654,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",81,KA,18IJ9900,Not Fraud,0
03-11-2023,08:01:00,Bus ,FTG-079-WSX-321,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",64,KA,19KL1122,Not Fraud,0
3/26/2023,23:26:00,Car,FTG-170-QAZ-098,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",93,KA,20MN3344,Not Fraud,0
02-07-2023,15:22:00,Truck,FTG-121-ABC-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,KA,22QR7788,Not Fraud,0
2/26/2023,06:48:00,Van,FTG-131-PQR-321,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",55,KA,23ST9900,Fraud,20
3/13/2023,22:13:00,Sedan,FTG-114-DEF-098,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",82,KA,24UV1122,Not Fraud,0
04-01-2023,13:38:00,SUV,FTG-125-LMN-665,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",63,KA,25WX3344,Not Fraud,0
4/20/2023,05:03:00,Bus ,FTG-106-GHI-332,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",90,KA,26YZ5566,Not Fraud,0
05-05-2023,20:28:00,Car,FTG-107-JKL-009,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",48,KA,23NB8901,Not Fraud,0
06-09-2023,03:19:00,Truck,FTG-109-RST-443,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",58,KA,15CD8901,Not Fraud,0
6/28/2023,18:44:00,Van,FTG-110-MNO-110,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",87,KA,16EF2345,Not Fraud,0
7/14/2023,10:09:00,Sedan,FTG-111-QWE-887,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",67,KA,17GH6789,Fraud,40
08-02-2023,01:34:00,SUV,FTG-112-ZXC-454,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",94,KA,18IJ0123,Fraud,40
8/17/2023,17:00:00,Bus ,FTG-113-POI-323,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",71,KA,19KL4567,Not Fraud,0
09-05-2023,08:25:00,Car,FTG-114-KJH-088,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",89,KA,20MN8901,Fraud,120
10-09-2023,15:15:00,Truck,FTG-116-NBH-332,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA,22QR6789,Not Fraud,0
10/24/2023,06:40:00,Van,FTG-117-LKI-009,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",66,KA,23ST0123,Not Fraud,0
11-12-2023,22:05:00,Sedan,FTG-118-UYT-886,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",95,KA,24UV4567,Not Fraud,0
11/28/2023,13:30:00,SUV,FTG-119-FRD-333,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",44,KA,25WX8901,Not Fraud,0
12/17/2023,04:56:00,Bus ,FTG-120-TRU-110,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",78,KA,78ZE8901,Not Fraud,0
01-01-2023,20:21:00,Car,FTG-121-BVC-986,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",61,KA,26YZ2345,Not Fraud,0
02-04-2023,03:11:00,Truck,FTG-123-NMK-331,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",49,KA,28CD0123,Not Fraud,0
2/23/2023,18:36:00,Van,FTG-124-CDE-798,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",74,KA,29EF4567,Not Fraud,0
03-11-2023,10:02:00,Sedan,FTG-125-VBN-755,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",69,KA,30GH8901,Not Fraud,0
3/26/2023,01:27:00,SUV,FTG-126-PLM-442,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",92,KA,31IJ2345,Not Fraud,0
4/14/2023,16:52:00,Bus ,FTG-127-HGT-009,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,KA,32KL6789,Not Fraud,0
4/29/2023,08:17:00,Car,FTG-128-WSX-856,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",83,KA,33MN0123,Fraud,20
06-03-2023,15:07:00,Truck,FTG-130-LPO-010,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,KA,35QR8901,Not Fraud,0
6/22/2023,06:33:00,Van,FTG-131-ZAS-887,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",46,KA,36ST2345,Fraud,20
07-07-2023,21:58:00,Sedan,FTG-132-IXC-454,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",81,KA,37UV6789,Not Fraud,0
7/26/2023,13:23:00,SUV,FTG-133-JOP-331,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",60,KA,45TB6789,Not Fraud,0
08-10-2023,04:48:00,Bus ,FTG-134-RRV-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",88,KA,38WX0123,Not Fraud,0
8/29/2023,20:13:00,Car,FTG-125-EDC-765,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",53,KA,39YZ4567,Not Fraud,0
10-03-2023,03:04:00,Truck,FTG-137-NRI-109,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",64,KA,41CD2345,Fraud,190
10/18/2023,18:29:00,Van,FTG-128-LKJ-876,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",91,KA,42EF6789,Not Fraud,0
11-06-2023,09:54:00,Sedan,FTG-129-UTY-543,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",50,KA,43GH0123,Not Fraud,0
11/21/2023,01:19:00,SUV,FTG-141-POU-210,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",75,KA,44IJ4567,Not Fraud,0
12-10-2023,16:44:00,Bus ,FTG-121-ZXC-987,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",59,KA,45KL8901,Not Fraud,0
12/25/2023,08:10:00,Car,FTG-122-VBN-654,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",84,KA,46MN2345,Not Fraud,0
1/20/2023,15:00:00,Truck,FTG-124-MKH-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",93,KA,48QR0123,Not Fraud,0
02-04-2023,06:25:00,Van,FTG-125-DCF-765,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",45,KA,49ST4567,Not Fraud,0
2/23/2023,21:50:00,Sedan,FTG-126-POI-432,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",80,KA,90ZU5678,Not Fraud,0
03-11-2023,13:16:00,SUV,FTG-127-XCV-109,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",62,KA,50UV8901,Fraud,90
3/26/2023,04:41:00,Bus ,FTG-128-JKL-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,KA,51WX2345,Not Fraud,0
4/14/2023,20:06:00,Car,FTG-229-RFD-543,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",51,KA,52AZ6789,Not Fraud,0
5/19/2023,02:56:00,Truck,FTG-121-YUI-987,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",56,KA,54CD4567,Not Fraud,0
06-03-2023,18:22:00,Van,FTG-122-BVC-654,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",82,KA,55EF8901,Not Fraud,0
6/22/2023,09:47:00,Sedan,FTG-123-NBH-321,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",70,KA,56GH2345,Not Fraud,0
07-07-2023,01:12:00,SUV,FTG-144-KJH-098,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",97,KA,57IJ6789,Not Fraud,0
7/26/2023,16:37:00,Bus ,FTG-145-EDC-745,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",47,KA,58KL0123,Not Fraud,0
08-11-2023,08:02:00,Car,FTG-156-LMK-422,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",84,KA,59AN4567,Fraud,120
9/15/2023,14:53:00,Truck,FTG-158-VFR-866,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA,61QR2345,Not Fraud,0
10-04-2023,06:18:00,Van,FTG-159-WSX-443,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",53,KA,67YB4567,Not Fraud,0
10/19/2023,21:43:00,Sedan,FTG-160-QAZ-211,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",79,KA,62ST6789,Not Fraud,0
11-07-2023,13:08:00,SUV,FTG-161-POU-997,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",61,KA,63UV0123,Fraud,60
11/22/2023,04:33:00,Bus ,FTG-162-NJH-554,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",89,KA,64WX4567,Not Fraud,0
12-11-2023,19:59:00,Car,FTG-133-ZXC-321,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",44,KA,65YZ8901,Not Fraud,0
01-05-2023,02:49:00,Truck,FTG-135-LKJ-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,KA,67AD6789,Not Fraud,0
1/22/2023,18:14:00,Van,FTG-136-HGT-432,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",95,KA,68EF0123,Fraud,20
02-09-2023,09:39:00,Sedan,FTG-166-MKF-109,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",55,KA,69GH4567,Not Fraud,0
2/24/2023,01:05:00,SUV,FTG-168-DRV-876,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",80,KA,70IJ8901,Not Fraud,0
3/15/2023,16:30:00,Bus ,FTG-169-NIH-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,KA,27AB7788,Not Fraud,0
3/30/2023,07:55:00,Car,FTG-140-POI-210,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",87,KA,28CD9900,Not Fraud,0
05-04-2023,14:45:00,Truck,FTG-142-QAZ-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,KA,34YB2345,Not Fraud,0
5/23/2023,06:10:00,Van,FTG-143-KJH-321,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",68,KA,30GH3344,Not Fraud,0
06-07-2023,21:35:00,Sedan,FTG-144-VFR-098,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",91,KA,31IJ5566,Not Fraud,0
6/26/2023,13:01:00,SUV,FTG-145-YUI-765,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",52,KA,32KL7788,Fraud,90
07-11-2023,04:26:00,Bus ,FTG-146-CDE-432,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",82,KA,33MN9900,Not Fraud,0
7/30/2023,19:51:00,Car,FTG-147-LMK-109,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",56,KA,34OP1122,Not Fraud,0
09-03-2023,02:41:00,Truck,FTG-139-RFD-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",69,KA,80CD8901,Not Fraud,0
9/18/2023,18:06:00,Van,FTG-140-TGB-210,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",94,KA,81EF2345,Not Fraud,0
10-07-2023,09:32:00,Sedan,FTG-141-BVC-987,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",49,KA,82GH6789,Not Fraud,0
10/22/2023,00:57:00,SUV,FTG-142-XCV-654,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA,83IJ0123,Not Fraud,0
11-10-2023,16:22:00,Bus ,FTG-143-LKJ-321,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA,84KL4567,Not Fraud,0
11/25/2023,07:47:00,Car,FTG-144-POU-098,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",88,KA,85MN8901,Not Fraud,0
12/30/2023,14:38:00,Truck,FTG-136-PLM-432,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,KA,86OP2345,Not Fraud,0
01-07-2023,06:03:00,Van,FTG-137-HGT-109,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",61,KA,87QR6789,Not Fraud,0
1/24/2023,21:28:00,Sedan,FTG-138-WSX-876,A-101,Regular,Medium,160,140,"13.059816123454882, 77.77068662374292",85,KA,88ST0123,Fraud,20
02-12-2023,12:53:00,SUV,FTG-139-QAZ-543,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",52,KA,79UV4567,Not Fraud,0
2/27/2023,04:18:00,Bus ,FTG-130-RFD-210,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA,90WX8901,Not Fraud,0
3/17/2023,19:43:00,Car,FTG-161-YUI-987,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,KA,91YZ2345,Not Fraud,0
4/21/2023,02:34:00,Truck,FTG-183-NBH-321,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",48,KA,93CD0123,Not Fraud,0
05-06-2023,17:59:00,Van,FTG-184-KJH-098,B-102,Regular,Medium,140,60,"13.059816123454882, 77.77068662374292",77,KA,94EF4567,Fraud,80
5/26/2023,09:24:00,Sedan,FTG-185-EDC-765,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",60,KA,95GH8901,Not Fraud,0
06-10-2023,00:49:00,SUV,FTG-186-LMK-432,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",83,KA,96IJ2345,Not Fraud,0
6/29/2023,16:14:00,Bus ,FTG-187-PLN-109,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",71,KA,97KL6789,Not Fraud,0
7/14/2023,07:40:00,Car,FTG-188-VFR-876,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",97,KA,56UB0123,Not Fraud,0
8/18/2023,14:30:00,Truck,FTG-200-QWZ-210,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",81,KA,99OP4567,Not Fraud,0
6/22/2023,18:23:00,Van,FTG-201-XIZ-987,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",64,KA,36ST5566,Not Fraud,0
07-10-2023,09:48:00,Sedan,FTG-212-ABC-654,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",93,KA,37UV7788,Not Fraud,0
7/25/2023,01:13:00,SUV,FTG-203-PIR-321,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",57,KA,38WX9900,Not Fraud,0
8/13/2023,16:38:00,Bus ,FTG-204-DIF-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,KA,39YZ1122,Not Fraud,0
8/28/2023,07:53:00,Car,FTG-205-LMN-755,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",55,KA,40AB3344,Not Fraud,0
10-01-2023,14:43:00,Truck,FTG-217-JKL-109,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA,42EF7788,Not Fraud,0
10/20/2023,06:08:00,Van,FTG-211-UVW-876,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",90,KA,43GH9900,Fraud,20
11-04-2023,21:33:00,Sedan,FTG-109-RST-533,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",48,KA,44IJ1122,Not Fraud,0
11/23/2023,12:58:00,SUV,FTG-210-MNO-110,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA,45KL3344,Not Fraud,0
12-08-2023,04:23:00,Bus ,FTG-211-QWE-887,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",58,KA,23PB8901,Fraud,230
12/27/2023,19:48:00,Car,FTG-212-ZXC-554,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",87,KA,46MN5566,Not Fraud,0
1/22/2023,02:38:00,Truck,FTG-214-KJH-898,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,KA,48QR9900,Not Fraud,0
02-09-2023,18:03:00,Van,FTG-215-DCV-755,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,KA,49ST1122,Not Fraud,0
2/24/2023,09:28:00,Sedan,FTG-216-NBH-442,A-101,Regular,Medium,160,60,"13.059816123454882, 77.77068662374292",89,KA,50UV3344,Fraud,100
3/15/2023,00:53:00,SUV,FTG-237-LKI-109,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",52,KA,51WX5566,Not Fraud,0
3/30/2023,16:18:00,Bus ,FTG-238-UYT-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA,52YZ7788,Not Fraud,0
4/14/2023,07:43:00,Car,FTG-229-FRD-543,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,KA,53AB9900,Not Fraud,0
5/19/2023,14:33:00,Truck,FTG-211-BVC-987,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",44,KA,55EF3344,Not Fraud,0
06-07-2023,05:58:00,Van,FTG-212-XSW-654,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",78,KA,56GH5566,Not Fraud,0
6/22/2023,21:23:00,Sedan,FTG-213-NMK-321,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",61,KA,57IJ7788,Not Fraud,0
07-11-2023,12:48:00,SUV,FTG-414-CDE-098,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",85,KA,78EB8901,Not Fraud,0
7/26/2023,04:13:00,Bus ,FTG-215-VBN-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",49,KA,58KL9900,Not Fraud,0
8/14/2023,19:38:00,Car,FTG-216-PLM-432,A-101,Regular,Small,120,90,"13.059816123454882, 77.77068662374292",74,KA,59MN1122,Fraud,30
9/17/2023,02:28:00,Truck,FTG-218-WSX-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA,61QR5566,Not Fraud,0
10-02-2023,17:53:00,Van,FTG-119-QAZ-543,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",57,KA,62ST7788,Not Fraud,0
10/21/2023,09:18:00,Sedan,FTG-210-LPO-210,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",83,KA,63UV9900,Not Fraud,0
11-05-2023,00:43:00,SUV,FTG-211-ZAS-987,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",68,KA,64WX1122,Not Fraud,0
11/24/2023,16:08:00,Bus ,FTG-922-IXC-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,KA,65YZ3344,Not Fraud,0
12-09-2023,07:33:00,Car,FTG-233-JPP-321,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",46,KA,66AB5566,Not Fraud,0
01-06-2023,14:23:00,Truck,FTG-215-EDC-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",60,KA,68EF9900,Not Fraud,0
1/23/2023,05:48:00,Van,FTG-216-OKM-432,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",88,KA,69GH1122,Not Fraud,0
02-10-2023,21:13:00,Sedan,FTG-217-NJI-109,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",53,KA,45RB6789,Not Fraud,0
2/26/2023,12:38:00,SUV,FTG-218-LKJ-876,B-102,Regular,Large,180,120,"13.059816123454882, 77.77068662374292",77,KA,70IJ3344,Fraud,60
3/18/2023,04:03:00,Bus ,FTG-319-UTY-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",64,KA,71KL5566,Not Fraud,0
04-02-2023,19:28:00,Car,FTG-220-POU-210,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",91,KA,72MN7788,Fraud,120
05-06-2023,02:18:00,Truck,FTG-212-VBN-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",75,KA,74QR1122,Not Fraud,0
5/25/2023,17:43:00,Van,FTG-223-QWE-321,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",59,KA,75ST3344,Not Fraud,0
06-09-2023,09:08:00,Sedan,FTG-224-MKH-098,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",84,KA,76UV5566,Not Fraud,0
6/28/2023,00:33:00,SUV,FTG-225-DCF-765,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",66,KA,77WX7788,Not Fraud,0
